date,region,product,quantity,price
2026-02-01,Latin America,Electronics,102,783.63
2026-02-01,Latin America,Industrial Machinery,104,4762.27
2026-02-01,Middle East,Agricultural Produce,112,140.05
2026-02-01,Middle East,Textiles,107,330.1
2026-02-01,Middle East,Electronics,89,814.81
2026-02-02,North America,Electronics,152,856.51
2026-02-02,North America,Textiles,162,345.11
2026-02-02,North America,Agricultural Produce,134,161.57
2026-02-02,Europe,Electronics,148,778.04
2026-02-02,Asia Pacific,Textiles,159,347.67
2026-02-02,Latin America,Agricultural Produce,137,158.75
2026-02-02,Latin America,Industrial Machinery,159,4865.3
2026-02-02,Latin America,Chemicals,156,1136.6
2026-02-02,Middle East,Textiles,133,327.18
2026-02-02,Middle East,Industrial Machinery,138,5316.83
2026-02-03,North America,Industrial Machinery,145,4854.04
2026-02-03,North America,Agricultural Produce,152,138.43
2026-02-03,Europe,Chemicals,143,1247.11
2026-02-03,Asia Pacific,Agricultural Produce,147,149.27
2026-02-03,Latin America,Electronics,139,807.06
2026-02-03,Latin America,Textiles,134,379.67
2026-02-03,Middle East,Industrial Machinery,144,4784.25
2026-02-04,North America,Industrial Machinery,150,5034.15
2026-02-04,North America,Chemicals,151,1180.04
2026-02-04,North America,Agricultural Produce,143,143.07
2026-02-04,Europe,Industrial Machinery,151,4767.28
2026-02-04,Europe,Electronics,163,792.0
2026-02-04,Asia Pacific,Chemicals,152,1189.52
2026-02-04,Asia Pacific,Agricultural Produce,147,151.16
2026-02-04,Latin America,Industrial Machinery,142,5009.51
2026-02-04,Latin America,Agricultural Produce,158,164.27
2026-02-04,Latin America,Electronics,154,757.3
2026-02-04,Middle East,Textiles,134,350.13
2026-02-05,North America,Chemicals,154,1117.99
2026-02-05,Europe,Electronics,143,740.66
2026-02-05,Asia Pacific,Industrial Machinery,150,5229.44
2026-02-05,Asia Pacific,Agricultural Produce,135,151.43
2026-02-05,Asia Pacific,Textiles,154,370.41
2026-02-05,Latin America,Agricultural Produce,151,142.93
2026-02-05,Latin America,Industrial Machinery,154,5094.6
2026-02-05,Middle East,Industrial Machinery,140,4662.33
2026-02-05,Middle East,Agricultural Produce,155,146.57
2026-02-06,North America,Chemicals,162,1311.5
2026-02-06,Europe,Industrial Machinery,142,5339.96
2026-02-06,Europe,Agricultural Produce,160,157.16
2026-02-06,Asia Pacific,Chemicals,141,1188.73
2026-02-06,Latin America,Agricultural Produce,153,142.14
2026-02-06,Latin America,Industrial Machinery,146,4577.09
2026-02-06,Latin America,Textiles,153,367.98
2026-02-06,Middle East,Industrial Machinery,146,5100.33
2026-02-07,North America,Textiles,114,380.63
2026-02-07,Europe,Textiles,110,361.43
2026-02-07,Europe,Chemicals,101,1244.99
2026-02-07,Asia Pacific,Industrial Machinery,111,4795.17
2026-02-07,Latin America,Electronics,91,819.53
2026-02-07,Middle East,Industrial Machinery,95,4871.67
2026-02-08,North America,Chemicals,87,1082.34
2026-02-08,North America,Agricultural Produce,93,162.6
2026-02-08,Europe,Electronics,108,846.53
2026-02-08,Europe,Textiles,110,364.27
2026-02-08,Europe,Agricultural Produce,112,157.17
2026-02-08,Asia Pacific,Agricultural Produce,96,154.87
2026-02-08,Asia Pacific,Industrial Machinery,107,5316.31
2026-02-08,Latin America,Industrial Machinery,106,5326.37
2026-02-08,Middle East,Textiles,89,335.83
2026-02-09,North America,Industrial Machinery,154,5410.31
2026-02-09,North America,Textiles,149,343.93
2026-02-09,Europe,Chemicals,146,1137.49
2026-02-09,Europe,Agricultural Produce,154,158.56
2026-02-09,Asia Pacific,Chemicals,164,1315.69
2026-02-09,Asia Pacific,Agricultural Produce,150,159.77
2026-02-09,Latin America,Textiles,150,341.2
2026-02-09,Latin America,Agricultural Produce,141,151.77
2026-02-09,Latin America,Industrial Machinery,154,4852.87
2026-02-09,Middle East,Industrial Machinery,165,4527.26
2026-02-09,Middle East,Textiles,139,380.27
2026-02-09,Middle East,Electronics,140,755.52
2026-02-10,North America,Industrial Machinery,150,5122.5
2026-02-10,Europe,Textiles,151,342.57
2026-02-10,Asia Pacific,Electronics,162,748.71
2026-02-10,Latin America,Electronics,147,846.31
2026-02-10,Middle East,Industrial Machinery,148,5054.34
2026-02-10,Middle East,Textiles,137,331.79
2026-02-10,Middle East,Agricultural Produce,160,139.64
2026-02-11,North America,Industrial Machinery,148,5158.25
2026-02-11,North America,Electronics,147,777.49
2026-02-11,North America,Agricultural Produce,138,160.44
2026-02-11,Europe,Agricultural Produce,139,163.62
2026-02-11,Asia Pacific,Agricultural Produce,162,161.27
2026-02-11,Latin America,Agricultural Produce,164,151.24
2026-02-11,Middle East,Textiles,153,373.2
2026-02-11,Middle East,Electronics,162,824.48
2026-02-11,Middle East,Chemicals,143,1103.22
2026-02-12,North America,Electronics,155,857.32
2026-02-12,North America,Chemicals,167,1178.25
2026-02-12,Europe,Industrial Machinery,168,5131.72
2026-02-12,Europe,Chemicals,146,1240.31
2026-02-12,Asia Pacific,Industrial Machinery,157,4782.94
2026-02-12,Asia Pacific,Electronics,165,824.25
2026-02-12,Latin America,Chemicals,153,1118.25
2026-02-12,Middle East,Agricultural Produce,155,147.28
2026-02-12,Middle East,Textiles,156,359.81
2026-02-13,North America,Chemicals,146,1223.43
2026-02-13,Europe,Electronics,166,729.21
2026-02-13,Asia Pacific,Industrial Machinery,147,4867.82
2026-02-13,Latin America,Agricultural Produce,148,152.48
2026-02-13,Middle East,Textiles,158,349.53
2026-02-13,Middle East,Agricultural Produce,148,146.38
2026-02-13,Middle East,Industrial Machinery,157,5198.9
2026-02-14,North America,Industrial Machinery,100,4948.4
2026-02-14,North America,Chemicals,99,1266.99
2026-02-14,North America,Electronics,119,867.46
2026-02-14,Europe,Agricultural Produce,99,135.08
2026-02-14,Europe,Electronics,115,809.34
2026-02-14,Asia Pacific,Industrial Machinery,93,4974.78
2026-02-14,Asia Pacific,Electronics,89,821.24
2026-02-14,Asia Pacific,Chemicals,113,1209.69
2026-02-14,Latin America,Textiles,118,364.84
2026-02-14,Middle East,Chemicals,104,1295.6
2026-02-14,Middle East,Industrial Machinery,97,4638.78
2026-02-14,Middle East,Electronics,106,860.93
2026-02-15,North America,Industrial Machinery,110,4643.04
2026-02-15,Europe,Chemicals,105,1253.4
2026-02-15,Europe,Industrial Machinery,101,5277.23
2026-02-15,Asia Pacific,Industrial Machinery,102,5438.96
2026-02-15,Latin America,Textiles,112,347.46
2026-02-15,Latin America,Industrial Machinery,104,5377.91
2026-02-15,Latin America,Agricultural Produce,118,146.31
2026-02-15,Middle East,Industrial Machinery,89,4744.55
2026-02-15,Middle East,Agricultural Produce,95,163.28
2026-02-15,Middle East,Electronics,99,854.91
2026-02-16,North America,Chemicals,157,1081.76
2026-02-16,North America,Electronics,141,839.5
2026-02-16,North America,Agricultural Produce,165,145.62
2026-02-16,Europe,Textiles,146,384.98
2026-02-16,Asia Pacific,Industrial Machinery,155,5151.96
2026-02-16,Asia Pacific,Chemicals,146,1301.54
2026-02-16,Asia Pacific,Textiles,163,344.07
2026-02-16,Latin America,Industrial Machinery,142,5310.37
2026-02-16,Middle East,Agricultural Produce,157,159.91
2026-02-17,North America,Agricultural Produce,167,136.76
2026-02-17,North America,Textiles,156,358.74
2026-02-17,Europe,Agricultural Produce,160,160.59
2026-02-17,Asia Pacific,Chemicals,148,1158.16
2026-02-17,Asia Pacific,Agricultural Produce,157,135.47
2026-02-17,Latin America,Electronics,167,842.88
2026-02-17,Latin America,Industrial Machinery,159,4951.11
2026-02-17,Middle East,Textiles,147,382.87
2026-02-18,North America,Textiles,154,324.0
2026-02-18,North America,Electronics,143,826.93
2026-02-18,North America,Agricultural Produce,159,138.86
2026-02-18,Europe,Industrial Machinery,153,4671.8
2026-02-18,Europe,Textiles,169,316.1
2026-02-18,Europe,Agricultural Produce,145,137.92
2026-02-18,Asia Pacific,Electronics,160,797.72
2026-02-18,Asia Pacific,Textiles,162,343.42
2026-02-18,Latin America,Industrial Machinery,159,4918.62
2026-02-18,Middle East,Chemicals,156,1146.22
2026-02-19,North America,Textiles,142,330.98
2026-02-19,North America,Electronics,156,768.21
2026-02-19,Europe,Textiles,161,357.95
2026-02-19,Europe,Industrial Machinery,165,4888.22
2026-02-19,Asia Pacific,Electronics,167,737.41
2026-02-19,Latin America,Chemicals,153,1222.52
2026-02-19,Latin America,Industrial Machinery,171,4617.42
2026-02-19,Middle East,Electronics,167,834.61
2026-02-19,Middle East,Textiles,167,374.07
2026-02-19,Middle East,Industrial Machinery,146,5405.41
2026-02-20,North America,Textiles,171,350.28
2026-02-20,Europe,Chemicals,158,1195.81
2026-02-20,Europe,Textiles,165,322.74
2026-02-20,Europe,Agricultural Produce,150,162.52
2026-02-20,Asia Pacific,Agricultural Produce,152,147.9
2026-02-20,Latin America,Agricultural Produce,145,146.44
2026-02-20,Middle East,Electronics,159,874.94
2026-02-21,North America,Textiles,108,370.48
2026-02-21,North America,Chemicals,112,1225.3
2026-02-21,North America,Electronics,97,747.84
2026-02-21,Europe,Chemicals,110,1214.01
2026-02-21,Asia Pacific,Electronics,92,851.56
2026-02-21,Latin America,Electronics,119,758.13
2026-02-21,Middle East,Electronics,105,800.21
2026-02-21,Middle East,Chemicals,113,1157.69
2026-02-22,North America,Textiles,103,370.16
2026-02-22,North America,Industrial Machinery,98,5140.12
2026-02-22,North America,Electronics,104,843.22
2026-02-22,Europe,Textiles,95,325.13
2026-02-22,Asia Pacific,Industrial Machinery,108,5454.21
2026-02-22,Latin America,Textiles,109,363.9
2026-02-22,Middle East,Electronics,104,764.45
2026-02-22,Middle East,Agricultural Produce,101,151.32
2026-02-23,North America,Agricultural Produce,144,140.53
2026-02-23,Europe,Textiles,167,379.14
2026-02-23,Europe,Agricultural Produce,165,150.18
2026-02-23,Europe,Chemicals,161,1123.49
2026-02-23,Asia Pacific,Agricultural Produce,146,153.4
2026-02-23,Latin America,Textiles,149,319.89
2026-02-23,Middle East,Electronics,166,871.36
2026-02-23,Middle East,Agricultural Produce,150,151.54
2026-02-24,North America,Electronics,153,759.61
2026-02-24,Europe,Electronics,173,816.96
2026-02-24,Europe,Chemicals,168,1222.36
2026-02-24,Asia Pacific,Textiles,160,360.68
2026-02-24,Asia Pacific,Industrial Machinery,163,4778.65
2026-02-24,Latin America,Electronics,151,870.52
2026-02-24,Middle East,Textiles,159,352.85
2026-02-25,North America,Textiles,172,380.22
2026-02-25,Europe,Chemicals,165,1137.29
2026-02-25,Europe,Electronics,158,773.61
2026-02-25,Asia Pacific,Industrial Machinery,167,5056.26
2026-02-25,Latin America,Industrial Machinery,156,4864.63
2026-02-25,Middle East,Chemicals,145,1189.49
2026-02-25,Middle East,Textiles,161,348.64
2026-02-25,Middle East,Electronics,144,859.57
2026-02-26,North America,Industrial Machinery,167,5469.24
2026-02-26,North America,Chemicals,145,1106.2
2026-02-26,North America,Electronics,154,721.35
2026-02-26,Europe,Industrial Machinery,147,5015.61
2026-02-26,Europe,Chemicals,159,1192.5
2026-02-26,Europe,Textiles,161,345.52
2026-02-26,Asia Pacific,Agricultural Produce,175,153.51
2026-02-26,Asia Pacific,Electronics,162,813.66
2026-02-26,Latin America,Textiles,166,321.96
2026-02-26,Latin America,Chemicals,169,1097.28
2026-02-26,Middle East,Agricultural Produce,166,146.83
2026-02-26,Middle East,Industrial Machinery,165,4915.1
2026-02-27,North America,Chemicals,171,1315.56
2026-02-27,North America,Agricultural Produce,145,149.51
2026-02-27,Europe,Industrial Machinery,175,4570.89
2026-02-27,Europe,Electronics,149,755.96
2026-02-27,Europe,Textiles,145,378.21
2026-02-27,Asia Pacific,Agricultural Produce,163,147.23
2026-02-27,Asia Pacific,Textiles,168,342.35
2026-02-27,Asia Pacific,Electronics,157,761.67
2026-02-27,Latin America,Electronics,170,788.6
2026-02-27,Middle East,Electronics,167,806.6
2026-02-27,Middle East,Textiles,147,323.18
2026-02-27,Middle East,Chemicals,147,1236.42
2026-02-28,North America,Chemicals,101,1244.34
2026-02-28,North America,Industrial Machinery,117,5302.49
2026-02-28,North America,Electronics,122,799.19
2026-02-28,Europe,Industrial Machinery,100,4994.82
2026-02-28,Europe,Electronics,111,742.92
2026-02-28,Europe,Agricultural Produce,96,138.33
2026-02-28,Asia Pacific,Textiles,112,374.28
2026-02-28,Latin America,Chemicals,110,1294.8
2026-02-28,Latin America,Textiles,103,334.26
2026-02-28,Latin America,Agricultural Produce,126,139.64
2026-02-28,Middle East,Textiles,126,331.6
2026-02-28,Middle East,Electronics,121,875.33
2026-02-28,Middle East,Chemicals,125,1238.59
2026-03-01,North America,Agricultural Produce,114,138.92
2026-03-01,Europe,Textiles,96,364.47
2026-03-01,Europe,Electronics,98,826.66
2026-03-01,Asia Pacific,Textiles,125,332.39
2026-03-01,Asia Pacific,Electronics,107,722.27
2026-03-01,Asia Pacific,Industrial Machinery,118,4858.5
2026-03-01,Latin America,Industrial Machinery,102,5427.06
2026-03-01,Middle East,Textiles,121,382.77
2026-03-01,Middle East,Chemicals,116,1145.34
2026-03-01,Middle East,Agricultural Produce,104,163.12
2026-03-02,North America,Textiles,157,357.12
2026-03-02,North America,Electronics,151,767.52
2026-03-02,North America,Industrial Machinery,158,5488.69
2026-03-02,Europe,Chemicals,166,1205.59
2026-03-02,Asia Pacific,Chemicals,159,1171.06
2026-03-02,Asia Pacific,Agricultural Produce,159,164.52
2026-03-02,Asia Pacific,Textiles,164,352.06
2026-03-02,Latin America,Electronics,156,808.66
2026-03-02,Middle East,Agricultural Produce,175,137.44
2026-03-02,Middle East,Electronics,160,732.35
2026-03-03,North America,Textiles,158,350.87
2026-03-03,North America,Electronics,159,843.74
2026-03-03,North America,Industrial Machinery,165,4507.09
2026-03-03,Europe,Textiles,161,333.94
2026-03-03,Europe,Industrial Machinery,168,5242.79
2026-03-03,Asia Pacific,Electronics,152,857.49
2026-03-03,Asia Pacific,Textiles,175,368.93
2026-03-03,Asia Pacific,Industrial Machinery,147,4611.51
2026-03-03,Latin America,Agricultural Produce,155,143.55
2026-03-03,Latin America,Electronics,150,805.98
2026-03-03,Middle East,Agricultural Produce,171,155.67
2026-03-03,Middle East,Industrial Machinery,162,4508.44
2026-03-04,North America,Textiles,168,369.36
2026-03-04,Europe,Chemicals,175,1218.83
2026-03-04,Europe,Electronics,177,774.37
2026-03-04,Europe,Agricultural Produce,168,164.13
2026-03-04,Asia Pacific,Industrial Machinery,173,4886.92
2026-03-04,Asia Pacific,Electronics,166,836.79
2026-03-04,Asia Pacific,Chemicals,165,1108.92
2026-03-04,Latin America,Textiles,151,344.75
2026-03-04,Latin America,Agricultural Produce,164,163.79
2026-03-04,Middle East,Agricultural Produce,149,148.68
2026-03-04,Middle East,Industrial Machinery,175,4917.9
2026-03-05,North America,Industrial Machinery,149,4783.97
2026-03-05,Europe,Textiles,153,352.84
2026-03-05,Europe,Agricultural Produce,150,137.19
2026-03-05,Asia Pacific,Textiles,158,323.39
2026-03-05,Asia Pacific,Chemicals,168,1213.36
2026-03-05,Latin America,Industrial Machinery,164,4551.99
2026-03-05,Middle East,Industrial Machinery,176,5047.4
2026-03-06,North America,Industrial Machinery,169,5441.1
2026-03-06,Europe,Industrial Machinery,154,4824.06
2026-03-06,Asia Pacific,Electronics,169,828.51
2026-03-06,Asia Pacific,Agricultural Produce,161,148.83
2026-03-06,Latin America,Textiles,174,366.93
2026-03-06,Latin America,Electronics,159,767.79
2026-03-06,Latin America,Industrial Machinery,171,5191.19
2026-03-06,Middle East,Agricultural Produce,157,147.76
2026-03-07,North America,Textiles,119,380.53
2026-03-07,Europe,Textiles,123,352.31
2026-03-07,Asia Pacific,Agricultural Produce,126,158.54
2026-03-07,Asia Pacific,Textiles,128,315.3
2026-03-07,Asia Pacific,Electronics,123,835.76
2026-03-07,Latin America,Agricultural Produce,100,139.78
2026-03-07,Middle East,Textiles,110,350.15
2026-03-07,Middle East,Chemicals,125,1229.07
2026-03-07,Middle East,Electronics,101,850.79
2026-03-08,North America,Industrial Machinery,129,5022.89
2026-03-08,Europe,Textiles,122,363.24
2026-03-08,Asia Pacific,Chemicals,102,1228.92
2026-03-08,Asia Pacific,Agricultural Produce,106,159.32
2026-03-08,Latin America,Agricultural Produce,130,154.21
2026-03-08,Latin America,Chemicals,117,1272.42
2026-03-08,Middle East,Industrial Machinery,125,4734.57
2026-03-08,Middle East,Agricultural Produce,119,141.38
2026-03-08,Middle East,Chemicals,130,1113.56
2026-03-09,North America,Agricultural Produce,153,163.17
2026-03-09,North America,Textiles,171,350.06
2026-03-09,North America,Industrial Machinery,178,4624.26
2026-03-09,Europe,Chemicals,151,1175.3
2026-03-09,Europe,Industrial Machinery,153,4721.26
2026-03-09,Europe,Electronics,162,777.14
2026-03-09,Asia Pacific,Industrial Machinery,170,4586.3
2026-03-09,Latin America,Textiles,151,384.03
2026-03-09,Latin America,Chemicals,156,1268.02
2026-03-09,Latin America,Industrial Machinery,172,4615.97
2026-03-09,Middle East,Textiles,165,327.47
2026-03-09,Middle East,Agricultural Produce,166,136.24
2026-03-10,North America,Textiles,159,321.41
2026-03-10,Europe,Electronics,160,727.04
2026-03-10,Europe,Industrial Machinery,176,5433.55
2026-03-10,Europe,Chemicals,152,1225.67
2026-03-10,Asia Pacific,Textiles,164,368.3
2026-03-10,Asia Pacific,Chemicals,170,1195.34
2026-03-10,Asia Pacific,Agricultural Produce,178,142.43
2026-03-10,Latin America,Industrial Machinery,165,5425.98
2026-03-10,Latin America,Textiles,158,343.71
2026-03-10,Latin America,Electronics,157,835.88
2026-03-10,Middle East,Textiles,173,315.04
2026-03-11,North America,Electronics,179,806.23
2026-03-11,North America,Chemicals,154,1242.73
2026-03-11,Europe,Electronics,172,751.74
2026-03-11,Asia Pacific,Industrial Machinery,171,4860.98
2026-03-11,Asia Pacific,Textiles,175,325.01
2026-03-11,Asia Pacific,Electronics,157,721.05
2026-03-11,Latin America,Textiles,172,381.86
2026-03-11,Latin America,Electronics,152,815.57
2026-03-11,Latin America,Agricultural Produce,161,162.95
2026-03-11,Middle East,Agricultural Produce,159,147.84
2026-03-11,Middle East,Textiles,177,377.89
2026-03-12,North America,Industrial Machinery,168,5270.45
2026-03-12,North America,Chemicals,154,1255.0
2026-03-12,North America,Agricultural Produce,171,143.45
2026-03-12,Europe,Industrial Machinery,154,4924.53
2026-03-12,Europe,Chemicals,182,1191.44
2026-03-12,Asia Pacific,Chemicals,174,1203.61
2026-03-12,Asia Pacific,Electronics,157,859.52
2026-03-12,Latin America,Electronics,175,843.25
2026-03-12,Latin America,Chemicals,174,1110.0
2026-03-12,Middle East,Textiles,173,351.31
2026-03-13,North America,Chemicals,163,1296.08
2026-03-13,Europe,Agricultural Produce,160,150.45
2026-03-13,Asia Pacific,Electronics,163,860.21
2026-03-13,Asia Pacific,Industrial Machinery,170,4921.14
2026-03-13,Asia Pacific,Textiles,168,340.12
2026-03-13,Latin America,Chemicals,158,1161.56
2026-03-13,Middle East,Chemicals,168,1115.28
2026-03-14,North America,Textiles,132,383.55
2026-03-14,Europe,Textiles,133,366.7
2026-03-14,Europe,Industrial Machinery,116,4941.99
2026-03-14,Asia Pacific,Electronics,132,824.68
2026-03-14,Latin America,Industrial Machinery,125,4536.69
2026-03-14,Middle East,Textiles,132,320.03
2026-03-14,Middle East,Electronics,112,725.03
2026-03-15,North America,Chemicals,119,1172.91
2026-03-15,North America,Industrial Machinery,111,5439.56
2026-03-15,Europe,Electronics,130,786.88
2026-03-15,Europe,Textiles,120,345.1
2026-03-15,Europe,Industrial Machinery,127,5094.2
2026-03-15,Asia Pacific,Agricultural Produce,118,147.6
2026-03-15,Asia Pacific,Chemicals,123,1220.28
2026-03-15,Latin America,Chemicals,130,1229.88
2026-03-15,Middle East,Textiles,123,315.73
2026-03-15,Middle East,Chemicals,119,1282.21
2026-03-16,North America,Chemicals,176,1100.15
2026-03-16,Europe,Industrial Machinery,180,4904.7
2026-03-16,Europe,Agricultural Produce,183,147.03
2026-03-16,Asia Pacific,Textiles,184,367.15
2026-03-16,Asia Pacific,Agricultural Produce,177,136.59
2026-03-16,Asia Pacific,Electronics,160,781.38
2026-03-16,Latin America,Agricultural Produce,167,145.62
2026-03-16,Latin America,Industrial Machinery,181,5179.68
2026-03-16,Middle East,Chemicals,172,1220.81
2026-03-16,Middle East,Industrial Machinery,172,4892.28
2026-03-16,Middle East,Agricultural Produce,174,139.2
2026-03-17,North America,Electronics,161,768.83
2026-03-17,Europe,Industrial Machinery,173,5335.37
2026-03-17,Asia Pacific,Agricultural Produce,170,161.21
2026-03-17,Asia Pacific,Electronics,172,876.84
2026-03-17,Asia Pacific,Textiles,179,372.81
2026-03-17,Latin America,Agricultural Produce,163,139.09
2026-03-17,Middle East,Electronics,173,795.0
2026-03-17,Middle East,Industrial Machinery,162,4661.48
2026-03-17,Middle East,Textiles,161,366.81
2026-03-18,North America,Chemicals,168,1285.29
2026-03-18,North America,Textiles,168,333.85
2026-03-18,North America,Electronics,171,724.25
2026-03-18,Europe,Textiles,166,350.16
2026-03-18,Europe,Chemicals,175,1158.61
2026-03-18,Europe,Electronics,178,744.04
2026-03-18,Asia Pacific,Agricultural Produce,161,152.82
2026-03-18,Asia Pacific,Industrial Machinery,172,5358.03
2026-03-18,Asia Pacific,Textiles,156,336.66
2026-03-18,Latin America,Agricultural Produce,157,149.64
2026-03-18,Latin America,Electronics,175,819.57
2026-03-18,Middle East,Electronics,161,794.94
2026-03-18,Middle East,Industrial Machinery,165,5010.33
2026-03-19,North America,Electronics,158,729.81
2026-03-19,Europe,Industrial Machinery,169,4899.73
2026-03-19,Europe,Agricultural Produce,163,135.96
2026-03-19,Asia Pacific,Agricultural Produce,169,159.0
2026-03-19,Asia Pacific,Electronics,168,867.92
2026-03-19,Latin America,Industrial Machinery,171,5461.86
2026-03-19,Latin America,Electronics,166,818.24
2026-03-19,Middle East,Agricultural Produce,170,142.28
2026-03-19,Middle East,Textiles,156,357.56
2026-03-20,North America,Industrial Machinery,163,4659.34
2026-03-20,North America,Textiles,169,353.59
2026-03-20,North America,Electronics,159,782.14
2026-03-20,Europe,Agricultural Produce,182,159.34
2026-03-20,Asia Pacific,Chemicals,178,1148.35
2026-03-20,Latin America,Agricultural Produce,159,163.05
2026-03-20,Middle East,Textiles,184,359.11
2026-03-20,Middle East,Electronics,183,759.8
2026-03-20,Middle East,Chemicals,161,1318.9
2026-03-21,North America,Chemicals,131,1312.57
2026-03-21,North America,Agricultural Produce,120,139.65
2026-03-21,North America,Textiles,119,348.17
2026-03-21,Europe,Textiles,113,352.64
2026-03-21,Europe,Electronics,123,847.2
2026-03-21,Asia Pacific,Electronics,119,744.1
2026-03-21,Asia Pacific,Chemicals,109,1260.79
2026-03-21,Asia Pacific,Textiles,132,325.21
2026-03-21,Latin America,Industrial Machinery,108,5018.53
2026-03-21,Latin America,Chemicals,134,1259.71
2026-03-21,Middle East,Textiles,128,342.42
2026-03-21,Middle East,Electronics,112,730.81
2026-03-22,North America,Chemicals,135,1305.63
2026-03-22,North America,Electronics,107,861.09
2026-03-22,North America,Agricultural Produce,129,156.96
2026-03-22,Europe,Chemicals,119,1171.26
2026-03-22,Europe,Industrial Machinery,122,4919.61
2026-03-22,Asia Pacific,Agricultural Produce,136,159.41
2026-03-22,Asia Pacific,Electronics,126,870.71
2026-03-22,Latin America,Textiles,126,337.16
2026-03-22,Middle East,Agricultural Produce,125,140.66
2026-03-22,Middle East,Electronics,135,725.42
2026-03-22,Middle East,Chemicals,127,1174.4
2026-03-23,North America,Electronics,178,750.63
2026-03-23,Europe,Electronics,174,865.54
2026-03-23,Europe,Industrial Machinery,160,5451.72
2026-03-23,Europe,Agricultural Produce,163,148.44
2026-03-23,Asia Pacific,Electronics,167,855.49
2026-03-23,Asia Pacific,Textiles,158,328.6
2026-03-23,Asia Pacific,Industrial Machinery,179,5134.17
2026-03-23,Latin America,Textiles,177,381.76
2026-03-23,Middle East,Industrial Machinery,164,4773.16
2026-03-23,Middle East,Chemicals,165,1307.05
2026-03-23,Middle East,Electronics,157,748.05
2026-03-24,North America,Industrial Machinery,174,4697.41
2026-03-24,Europe,Electronics,164,852.38
2026-03-24,Asia Pacific,Electronics,182,860.93
2026-03-24,Asia Pacific,Chemicals,160,1312.63
2026-03-24,Asia Pacific,Textiles,172,337.44
2026-03-24,Latin America,Chemicals,173,1275.48
2026-03-24,Latin America,Agricultural Produce,176,155.92
2026-03-24,Middle East,Textiles,167,369.08
2026-03-25,North America,Electronics,186,776.16
2026-03-25,North America,Textiles,166,339.22
2026-03-25,Europe,Textiles,184,322.18
2026-03-25,Asia Pacific,Industrial Machinery,163,4503.37
2026-03-25,Asia Pacific,Textiles,170,336.27
2026-03-25,Latin America,Agricultural Produce,185,142.75
2026-03-25,Middle East,Electronics,169,793.82
2026-03-26,North America,Chemicals,184,1268.24
2026-03-26,Europe,Electronics,175,744.81
2026-03-26,Asia Pacific,Chemicals,174,1191.36
2026-03-26,Latin America,Agricultural Produce,175,143.85
2026-03-26,Middle East,Agricultural Produce,159,147.09
2026-03-27,North America,Agricultural Produce,169,159.75
2026-03-27,North America,Electronics,179,822.86
2026-03-27,North America,Chemicals,176,1096.56
2026-03-27,Europe,Industrial Machinery,175,5289.86
2026-03-27,Asia Pacific,Industrial Machinery,159,4636.79
2026-03-27,Asia Pacific,Electronics,187,750.78
2026-03-27,Latin America,Agricultural Produce,172,159.73
2026-03-27,Latin America,Industrial Machinery,169,5369.85
2026-03-27,Latin America,Electronics,159,728.79
2026-03-27,Middle East,Textiles,160,376.0
2026-03-28,North America,Agricultural Produce,122,157.51
2026-03-28,Europe,Industrial Machinery,120,4571.78
2026-03-28,Asia Pacific,Industrial Machinery,123,4895.3
2026-03-28,Asia Pacific,Electronics,132,732.04
2026-03-28,Latin America,Electronics,117,860.22
2026-03-28,Middle East,Chemicals,127,1115.86
2026-03-29,North America,Agricultural Produce,115,152.14
2026-03-29,North America,Textiles,124,374.58
2026-03-29,North America,Electronics,124,763.02
2026-03-29,Europe,Electronics,115,857.34
2026-03-29,Europe,Agricultural Produce,126,161.45
2026-03-29,Europe,Chemicals,119,1119.88
2026-03-29,Asia Pacific,Agricultural Produce,123,151.01
2026-03-29,Asia Pacific,Chemicals,111,1123.4
2026-03-29,Latin America,Agricultural Produce,138,155.41
2026-03-29,Latin America,Chemicals,138,1136.82
2026-03-29,Latin America,Electronics,116,814.11
2026-03-29,Middle East,Industrial Machinery,136,4591.82
2026-03-29,Middle East,Electronics,121,737.15
2026-03-30,North America,Industrial Machinery,163,4986.06
2026-03-30,North America,Chemicals,176,1173.07
2026-03-30,North America,Agricultural Produce,177,164.73
2026-03-30,Europe,Agricultural Produce,163,139.17
2026-03-30,Europe,Chemicals,176,1295.17
2026-03-30,Asia Pacific,Textiles,187,316.1
2026-03-30,Asia Pacific,Agricultural Produce,173,164.73
2026-03-30,Latin America,Agricultural Produce,162,144.91
2026-03-30,Middle East,Chemicals,189,1209.27
2026-03-30,Middle East,Agricultural Produce,189,136.38
2026-03-31,North America,Textiles,165,374.32
2026-03-31,Europe,Agricultural Produce,181,135.39
2026-03-31,Asia Pacific,Chemicals,178,1139.26
2026-03-31,Latin America,Electronics,176,863.28
2026-03-31,Latin America,Agricultural Produce,178,136.92
2026-03-31,Middle East,Agricultural Produce,165,158.03
2026-03-31,Middle East,Textiles,176,315.37
2026-03-31,Middle East,Industrial Machinery,175,4950.1
2026-04-01,North America,Electronics,187,870.2
2026-04-01,North America,Agricultural Produce,178,150.88
2026-04-01,North America,Textiles,176,343.4
2026-04-01,Europe,Electronics,166,833.16
2026-04-01,Asia Pacific,Agricultural Produce,172,150.62
2026-04-01,Asia Pacific,Textiles,190,371.6
2026-04-01,Latin America,Agricultural Produce,165,153.84
